area,year,mean_temp_c
Neuenhagen bei Berlin,2023,27.596906052103463
Wandlitz,2023,23.90725560450693
Woltersdorf,2023,24.204558937496017
Schöneiche bei Berlin,2023,26.312359843072272
Lindenberg,2023,27.311832359603443
Eiche,2023,27.790120496546592
Hönow,2023,27.039744533947214
Großziethen,2023,27.655513259241616
Schönefeld,2023,28.886805718017172
Borsigwalde,2023,28.178050142210054
Heinersdorf,2023,26.265327440836927
Groß Glienicke,2023,23.57823891002613
Sacrow,2023,21.937239249311403
Mahlow,2023,27.96176135751307
Schwanebeck,2023,26.95941136712753
Zepernick,2023,25.853085384135966
Babelsberg Nord,2023,25.813759313872197
Babelsberg Süd,2023,27.869222283508066
Berliner Vorstadt,2023,24.685020979021033
Klein Glienicke,2023,21.466897435897465
Stern,2023,26.75933421705298
Wilhelmshagen,2023,24.599392755681833
Hessenwinkel,2023,24.21377840909099
Grätzwalde,2023,25.520933929458522
Hohenberge,2023,24.679052287581783
Kleinschönebeck,2023,26.834780859292266
Fichtenau,2023,23.125942622950845
Schöneiche,2023,26.521070415725205
Zwiebusch,2023,22.731818181818255
Neu-Zittau,2023,24.393594286712926
Dahlwitz-Hoppegarten,2023,27.530323455223993
Schönwalde,2023,23.794314533526347
Schönerlinde,2023,26.31899883065074
Schönfließ,2023,25.49070126093153
Schildow,2023,26.251803228683173
Mühlenbeck,2023,25.40989043208134
Bergfelde,2023,25.04544920523358
Hohen Neuendorf,2023,26.04683557062532
Stolpe,2023,24.599532621731896
Schönwalde-Siedlung,2023,25.36475677181585
Schlachtensee,2023,22.853827308169457
Lichterfelde Süd,2023,26.214899242004094
Lichterfelde Ost,2023,27.58019041769046
Lichterfelde West,2023,27.24244457532302
Ahrensfelde,2023,28.170834256580747
,2023,29.082878608358556
,2023,28.914595959596056
,2023,
,2023,
Reinickendorf,2024,29.46157487482941
Frohnau,2024,24.521007303712736
Reinickendorf,2024,25.891772024000147
Spandau,2024,26.37416985253958
Charlottenburg-Nord,2024,28.498745173745306
Mitte,2024,29.440824974162524
Mitte,2024,29.414273236282327
Hansaviertel,2024,29.440253456221228
Wedding,2024,29.265093696027634
Moabit,2024,29.869938080495444
Gesundbrunnen,2024,29.99202342918005
Deutschland,2024,24.326335629959715
Steglitz-Zehlendorf,2024,25.179383719720477
Steglitz,2024,28.26114558676136
Lankwitz,2024,29.09189422566459
Lichterfelde,2024,28.081489131950832
Dahlem,2024,25.529893839855333
Wilmersdorf,2024,29.336768786768744
Halensee,2024,29.115046728972004
Grunewald,2024,23.412734327504268
Wittenau,2024,27.93001421031272
Märkisches Viertel,2024,28.17859397944204
Hermsdorf,2024,24.89138211382101
Tegel,2024,24.950729270256204
Heiligensee,2024,24.755648931433768
Tiergarten,2024,28.52811701308707
Schöneberg,2024,29.317214828182557
Friedenau,2024,29.297983870967812
Marienfelde,2024,29.41437172356484
Treptow-Köpenick,2024,25.310101192015622
Adlershof,2024,29.49068090614884
Rudow,2024,28.857149122807073
Johannisthal,2024,29.016577953296803
Niederschöneweide,2024,28.701091098929794
Baumschulenweg,2024,28.888134093915426
Plänterwald,2024,27.5750543190249
Alt-Treptow,2024,28.85170263788973
Friedrichshain,2024,29.415867460664344
Friedrichshain-Kreuzberg,2024,29.418636613543583
Kreuzberg,2024,29.421209214866508
Großbeeren,2024,26.284623610222695
Blankenfelde-Mahlow,2024,25.94995189293303
Schönefeld,2024,27.571582207493122
Eichwalde,2024,25.20430782459158
Schulzendorf,2024,26.509039750727993
Zeuthen,2024,25.95389275838238
Königs Wusterhausen,2024,24.816658043791506
Gosen-Neu Zittau,2024,23.695123330177978
Spreenhagen,2024,23.60917725321093
Erkner,2024,24.38618651362981
Konradshöhe,2024,23.768276805251674
Potsdam-Mittelmark,2024,25.503875653059993
Teltow-Fläming,2024,25.70791308798823
Potsdam,2024,24.65162170939533
Dahme-Spreewald,2024,24.86397680276872
Havelland,2024,25.30877371593209
Berlin,2024,26.937706409134023
Oberhavel,2024,24.185706812877186
Brandenburg,2024,24.99697584123828
Barnim,2024,23.91236133078212
Oder-Spree,2024,24.038811352214736
Waidmannslust,2024,25.90832974137936
Charlottenburg,2024,29.50754850887131
Grünau,2024,25.13563574129944
Waltersdorf,2024,27.609144032577717
Schmöckwitz,2024,23.29334543579529
Gosen,2024,23.07682106598992
Wernsdorf,2024,23.459572013172533
Lichtenrade,2024,28.46132436934795
Tempelhof-Schöneberg,2024,29.34887871811287
Buckow,2024,29.2424602000321
Tempelhof,2024,29.59558790236997
Mariendorf,2024,29.96192749696337
Britz,2024,28.83499546011052
Neukölln,2024,29.133953417279145
Altglienicke,2024,28.654612640163123
Marzahn-Hellersdorf,2024,28.26944612071759
Mahlsdorf,2024,27.878353974122092
Pankow,2024,27.587461690253747
Zehlendorf,2024,25.582158736375845
Schmargendorf,2024,27.280580774365887
Westend,2024,26.94255517977939
Wilhelmstadt,2024,27.039694723236096
Waßmannsdorf,2024,27.01792970956126
Märkisch-Oderland,2024,25.715505665328294
Charlottenburg-Wilmersdorf,2024,26.62144669580681
Lichtenberg,2024,28.728157898760344
Französisch Buchholz,2024,27.464970934073165
Stadtrandsiedlung Malchow,2024,27.83155974842765
Marzahn,2024,28.849304385000664
Hellersdorf,2024,28.078912766166297
Kaulsdorf,2024,27.84704962983284
Karow,2024,27.760396510228645
Wilhelmsruh,2024,29.113934280639512
Rosenthal,2024,28.05235341755747
Niederschönhausen,2024,28.777992396369996
Pankow,2024,29.335340957221547
Prenzlauer Berg,2024,29.74500681296621
Haselhorst,2024,28.592861970828892
Fennpfuhl,2024,29.39478476190476
Malchow,2024,27.287545116772947
Blankenfelde,2024,25.520852218225514
Buch,2024,25.32081153544334
Blankenburg,2024,28.15242018131653
Weißensee,2024,29.199004944999558
Spandau,2024,29.09932342758225
Hakenfelde,2024,24.950730676328362
Heinersdorf,2024,29.07345031055911
Alt-Hohenschönhausen,2024,29.286853173591567
Rummelsburg,2024,29.141910880262458
Wartenberg,2024,27.10078753312598
Lichtenberg,2024,29.94710364514708
Karlshorst,2024,28.504113071174913
Biesdorf,2024,28.1848000128403
Köpenick,2024,24.9737335742239
Friedrichshagen,2024,24.0006986273782
Rahnsdorf,2024,23.19286837895919
Falkenhagener Feld,2024,27.953115815255444
Neukölln,2024,29.703830853202476
Gropiusstadt,2024,29.000212314225053
Kladow,2024,24.142676997133492
Gatow,2024,24.709599857516025
Wannsee,2024,22.63818855218858
Nikolassee,2024,22.741252526584105
Lübars,2024,26.430493295019176
Müggelheim,2024,23.078510179898842
Bohnsdorf,2024,28.134184951055886
Staaken,2024,27.537968417967477
Siemensstadt,2024,29.160678934010093
Falkenberg,2024,27.707996870109582
Friedrichsfelde,2024,29.182948612819473
Neu-Hohenschönhausen,2024,28.352746185853164
Oberschöneweide,2024,27.998145802651038
Stahnsdorf,2024,25.70829850277056
Kleinmachnow,2024,24.52129652062723
Teltow,2024,27.0594105444855
Stahnsdorf,2024,25.254026866873915
Seeburg,2024,26.02078138306939
Dallgow-Döberitz,2024,25.313440918249512
Falkensee,2024,25.809940680468117
Schönwalde-Glien,2024,25.031362349247445
Hennigsdorf,2024,24.80091053048301
Hohen Neuendorf,2024,24.215053771373107
Mühlenbecker Land,2024,24.17525410145913
Glienicke/Nordbahn,2024,25.529570332480773
Panketal,2024,26.85549604207614
Ahrensfelde,2024,27.255959343955112
Hoppegarten,2024,27.18080265848681
Neuenhagen bei Berlin,2024,27.252377366442317
Wandlitz,2024,23.619609961564947
Woltersdorf,2024,24.040865953375146
Schöneiche bei Berlin,2024,26.414754020629346
Lindenberg,2024,27.661076213364254
Eiche,2024,27.515883812457275
Hönow,2024,27.41484251500566
Großziethen,2024,27.632889315316845
Schönefeld,2024,28.93911586981625
Borsigwalde,2024,28.633223252220944
Heinersdorf,2024,26.801589219330936
Groß Glienicke,2024,24.01579962590597
Sacrow,2024,22.488942045454564
Mahlow,2024,26.705817731142645
Schwanebeck,2024,27.59487253176934
Zepernick,2024,26.111736767339835
Babelsberg Nord,2024,26.0993645196678
Babelsberg Süd,2024,27.283203713918056
Berliner Vorstadt,2024,25.12957342657353
Klein Glienicke,2024,22.669230769230808
Stern,2024,26.009461429915348
Wilhelmshagen,2024,24.7092838541667
Hessenwinkel,2024,23.972929687500027
Grätzwalde,2024,25.584699453551877
Hohenberge,2024,24.803080065359552
Kleinschönebeck,2024,26.774548831849984
Fichtenau,2024,23.29715846994543
Schöneiche,2024,26.70111002631404
Zwiebusch,2024,22.91166666666669
Neu-Zittau,2024,23.782914038565593
Dahlwitz-Hoppegarten,2024,27.26562226188554
Schönwalde,2024,23.956296063651735
Schönerlinde,2024,25.275718118035513
Schönfließ,2024,24.954510439970193
Schildow,2024,25.019670870870982
Mühlenbeck,2024,24.536512303129143
Bergfelde,2024,23.95652430618003
Hohen Neuendorf,2024,25.030155915622288
Stolpe,2024,23.936670331281107
Schönwalde-Siedlung,2024,25.11670562997989
Schlachtensee,2024,23.709693957115007
Lichterfelde Süd,2024,27.866348594094063
Lichterfelde Ost,2024,28.751752661752676
Lichterfelde West,2024,27.941525948985486
Ahrensfelde,2024,27.250424283457562
,2024,29.8218404423381
,2024,29.976111111111152
,2024,
,2024,
